Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_diesel
2049,brazil,BRA,0.16479046572507905
2050,brazil,BRA,0.16479046572507905
2017,bulgaria,BGR,0.2205740444635057
2018,bulgaria,BGR,0.2205740444635057
2019,bulgaria,BGR,0.2205740444635057
2020,bulgaria,BGR,0.2205740444635057
2021,bulgaria,BGR,0.2205740444635057
2022,bulgaria,BGR,0.2205740444635057
2023,bulgaria,BGR,0.2205740444635057
2024,bulgaria,BGR,0.2205740444635057
2025,bulgaria,BGR,0.2205740444635057
2026,bulgaria,BGR,0.2205740444635057
2027,bulgaria,BGR,0.2205740444635057
2028,bulgaria,BGR,0.2205740444635057
2029,bulgaria,BGR,0.2205740444635057
2030,bulgaria,BGR,0.2205740444635057
2031,bulgaria,BGR,0.2205740444635057
2032,bulgaria,BGR,0.2205740444635057
2033,bulgaria,BGR,0.2205740444635057
2034,bulgaria,BGR,0.2205740444635057
2035,bulgaria,BGR,0.2205740444635057
2036,bulgaria,BGR,0.2205740444635057
2037,bulgaria,BGR,0.2205740444635057
2038,bulgaria,BGR,0.2205740444635057
2039,bulgaria,BGR,0.2205740444635057
2040,bulgaria,BGR,0.2205740444635057
2041,bulgaria,BGR,0.2205740444635057
2042,bulgaria,BGR,0.2205740444635057
2043,bulgaria,BGR,0.2205740444635057
2044,bulgaria,BGR,0.2205740444635057
2045,bulgaria,BGR,0.2205740444635057
2046,bulgaria,BGR,0.2205740444635057
2047,bulgaria,BGR,0.2205740444635057
2048,bulgaria,BGR,0.2205740444635057
2049,bulgaria,BGR,0.2205740444635057
2050,bulgaria,BGR,0.2205740444635057
2017,cambodia,KHM,0.5199383205243984
2018,cambodia,KHM,0.5199383205243984
2019,cambodia,KHM,0.5199383205243984
2020,cambodia,KHM,0.5199383205243984
2021,cambodia,KHM,0.5199383205243984
2022,cambodia,KHM,0.5199383205243984
2023,cambodia,KHM,0.5199383205243984
2024,cambodia,KHM,0.5199383205243984
2025,cambodia,KHM,0.5199383205243984
2026,cambodia,KHM,0.5199383205243984
2027,cambodia,KHM,0.5199383205243984
2028,cambodia,KHM,0.5199383205243984
2029,cambodia,KHM,0.5199383205243984
2030,cambodia,KHM,0.5199383205243984
2031,cambodia,KHM,0.5199383205243984
2032,cambodia,KHM,0.5199383205243984
2033,cambodia,KHM,0.5199383205243984
2034,cambodia,KHM,0.5199383205243984
2035,cambodia,KHM,0.5199383205243984
2036,cambodia,KHM,0.5199383205243984
2037,cambodia,KHM,0.5199383205243984
2038,cambodia,KHM,0.5199383205243984
2039,cambodia,KHM,0.5199383205243984
2040,cambodia,KHM,0.5199383205243984
2041,cambodia,KHM,0.5199383205243984
2042,cambodia,KHM,0.5199383205243984
2043,cambodia,KHM,0.5199383205243984
2044,cambodia,KHM,0.5199383205243984
2045,cambodia,KHM,0.5199383205243984
2046,cambodia,KHM,0.5199383205243984
2047,cambodia,KHM,0.5199383205243984
2048,cambodia,KHM,0.5199383205243984
2049,cambodia,KHM,0.5199383205243984
2050,cambodia,KHM,0.5199383205243984
2017,cameroon,CMR,0.2835841140963657
2018,cameroon,CMR,0.2835841140963657
2019,cameroon,CMR,0.2835841140963657
2020,cameroon,CMR,0.2835841140963657
2021,cameroon,CMR,0.2835841140963657
2022,cameroon,CMR,0.2835841140963657
2023,cameroon,CMR,0.2835841140963657
2024,cameroon,CMR,0.2835841140963657
2025,cameroon,CMR,0.2835841140963657
2026,cameroon,CMR,0.2835841140963657
2027,cameroon,CMR,0.2835841140963657
2028,cameroon,CMR,0.2835841140963657
2029,cameroon,CMR,0.2835841140963657
2030,cameroon,CMR,0.2835841140963657
2031,cameroon,CMR,0.2835841140963657
2032,cameroon,CMR,0.2835841140963657
2033,cameroon,CMR,0.2835841140963657
2034,cameroon,CMR,0.2835841140963657
2035,cameroon,CMR,0.2835841140963657
2036,cameroon,CMR,0.2835841140963657
2037,cameroon,CMR,0.2835841140963657
2038,cameroon,CMR,0.2835841140963657
2039,cameroon,CMR,0.2835841140963657
2040,cameroon,CMR,0.2835841140963657
2041,cameroon,CMR,0.2835841140963657
2042,cameroon,CMR,0.2835841140963657
2043,cameroon,CMR,0.2835841140963657
2044,cameroon,CMR,0.2835841140963657
2045,cameroon,CMR,0.2835841140963657
2046,cameroon,CMR,0.2835841140963657
2047,cameroon,CMR,0.2835841140963657
2048,cameroon,CMR,0.2835841140963657
2049,cameroon,CMR,0.2835841140963657
2050,cameroon,CMR,0.2835841140963657
2017,canada,CAN,0.09539043226224889
2018,canada,CAN,0.09539043226224889
2019,canada,CAN,0.09539043226224889
2020,canada,CAN,0.09539043226224889
2021,canada,CAN,0.09539043226224889
2022,canada,CAN,0.09539043226224889
2023,canada,CAN,0.09539043226224889
2024,canada,CAN,0.09539043226224889
2025,canada,CAN,0.09539043226224889
2026,canada,CAN,0.09539043226224889
2027,canada,CAN,0.09539043226224889
2028,canada,CAN,0.09539043226224889
2029,canada,CAN,0.09539043226224889
2030,canada,CAN,0.09539043226224889
2031,canada,CAN,0.09539043226224889
2032,canada,CAN,0.09539043226224889
2033,canada,CAN,0.09539043226224889
2034,canada,CAN,0.09539043226224889
2035,canada,CAN,0.09539043226224889
2036,canada,CAN,0.09539043226224889
2037,canada,CAN,0.09539043226224889
2038,canada,CAN,0.09539043226224889
2039,canada,CAN,0.09539043226224889
2040,canada,CAN,0.09539043226224889
2041,canada,CAN,0.09539043226224889
2042,canada,CAN,0.09539043226224889
2043,canada,CAN,0.09539043226224889
2044,canada,CAN,0.09539043226224889
2045,canada,CAN,0.09539043226224889
2046,canada,CAN,0.09539043226224889
2047,canada,CAN,0.09539043226224889
2048,canada,CAN,0.09539043226224889
2049,canada,CAN,0.09539043226224889
2050,canada,CAN,0.09539043226224889
2017,chile,CHL,0.3456180030513276
2018,chile,CHL,0.3456180030513276
2019,chile,CHL,0.3456180030513276
2020,chile,CHL,0.3456180030513276
2021,chile,CHL,0.3456180030513276
2022,chile,CHL,0.3456180030513276
2023,chile,CHL,0.3456180030513276
2024,chile,CHL,0.3456180030513276
2025,chile,CHL,0.3456180030513276
2026,chile,CHL,0.3456180030513276
2027,chile,CHL,0.3456180030513276
2028,chile,CHL,0.3456180030513276
2029,chile,CHL,0.3456180030513276
2030,chile,CHL,0.3456180030513276
2031,chile,CHL,0.3456180030513276
2032,chile,CHL,0.3456180030513276
2033,chile,CHL,0.3456180030513276
2034,chile,CHL,0.3456180030513276
2035,chile,CHL,0.3456180030513276
2036,chile,CHL,0.3456180030513276
2037,chile,CHL,0.3456180030513276
2038,chile,CHL,0.3456180030513276
2039,chile,CHL,0.3456180030513276
2040,chile,CHL,0.3456180030513276
2041,chile,CHL,0.3456180030513276
2042,chile,CHL,0.3456180030513276
2043,chile,CHL,0.3456180030513276
2044,chile,CHL,0.3456180030513276
2045,chile,CHL,0.3456180030513276
2046,chile,CHL,0.3456180030513276
2047,chile,CHL,0.3456180030513276
2048,chile,CHL,0.3456180030513276
2049,chile,CHL,0.3456180030513276
2050,chile,CHL,0.3456180030513276
2017,colombia,COL,0.15547226783916937
2018,colombia,COL,0.15547226783916937
2019,colombia,COL,0.15547226783916937
2020,colombia,COL,0.15547226783916937
2021,colombia,COL,0.15547226783916937
2022,colombia,COL,0.15547226783916937
2023,colombia,COL,0.15547226783916937
2024,colombia,COL,0.15547226783916937
2025,colombia,COL,0.15547226783916937
2026,colombia,COL,0.15547226783916937
2027,colombia,COL,0.15547226783916937
2028,colombia,COL,0.15547226783916937
2029,colombia,COL,0.15547226783916937
2030,colombia,COL,0.15547226783916937
2031,colombia,COL,0.15547226783916937
2032,colombia,COL,0.15547226783916937
2033,colombia,COL,0.15547226783916937
2034,colombia,COL,0.15547226783916937
2035,colombia,COL,0.15547226783916937
2036,colombia,COL,0.15547226783916937
2037,colombia,COL,0.15547226783916937
2038,colombia,COL,0.15547226783916937
2039,colombia,COL,0.15547226783916937
2040,colombia,COL,0.15547226783916937
2041,colombia,COL,0.15547226783916937
2042,colombia,COL,0.15547226783916937
2043,colombia,COL,0.15547226783916937
2044,colombia,COL,0.15547226783916937
2045,colombia,COL,0.15547226783916937
2046,colombia,COL,0.15547226783916937
2047,colombia,COL,0.15547226783916937
2048,colombia,COL,0.15547226783916937
2049,colombia,COL,0.15547226783916937
2050,colombia,COL,0.15547226783916937
2017,costa_rica,CRI,0.5206014440359685
2018,costa_rica,CRI,0.5206014440359685
2019,costa_rica,CRI,0.5206014440359685
2020,costa_rica,CRI,0.5206014440359685
2021,costa_rica,CRI,0.5206014440359685
2022,costa_rica,CRI,0.5206014440359685
2023,costa_rica,CRI,0.5206014440359685
2024,costa_rica,CRI,0.5206014440359685
2025,costa_rica,CRI,0.5206014440359685
2026,costa_rica,CRI,0.5206014440359685
2027,costa_rica,CRI,0.5206014440359685
2028,costa_rica,CRI,0.5206014440359685
2029,costa_rica,CRI,0.5206014440359685
2030,costa_rica,CRI,0.5206014440359685
2031,costa_rica,CRI,0.5206014440359685
2032,costa_rica,CRI,0.5206014440359685
2033,costa_rica,CRI,0.5206014440359685
2034,costa_rica,CRI,0.5206014440359685
2035,costa_rica,CRI,0.5206014440359685
2036,costa_rica,CRI,0.5206014440359685
2037,costa_rica,CRI,0.5206014440359685
2038,costa_rica,CRI,0.5206014440359685
2039,costa_rica,CRI,0.5206014440359685
2040,costa_rica,CRI,0.5206014440359685
2041,costa_rica,CRI,0.5206014440359685
2042,costa_rica,CRI,0.5206014440359685
2043,costa_rica,CRI,0.5206014440359685
2044,costa_rica,CRI,0.5206014440359685
2045,costa_rica,CRI,0.5206014440359685
2046,costa_rica,CRI,0.5206014440359685
2047,costa_rica,CRI,0.5206014440359685
2048,costa_rica,CRI,0.5206014440359685
2049,costa_rica,CRI,0.5206014440359685
2050,costa_rica,CRI,0.5206014440359685
2017,croatia,HRV,0.27286333260994833
2018,croatia,HRV,0.27286333260994833
2019,croatia,HRV,0.27286333260994833
2020,croatia,HRV,0.27286333260994833
2021,croatia,HRV,0.27286333260994833
2022,croatia,HRV,0.27286333260994833
2023,croatia,HRV,0.27286333260994833
2024,croatia,HRV,0.27286333260994833
2025,croatia,HRV,0.27286333260994833
2026,croatia,HRV,0.27286333260994833
2027,croatia,HRV,0.27286333260994833
2028,croatia,HRV,0.27286333260994833
2029,croatia,HRV,0.27286333260994833
2030,croatia,HRV,0.27286333260994833
2031,croatia,HRV,0.27286333260994833
2032,croatia,HRV,0.27286333260994833
2033,croatia,HRV,0.27286333260994833
2034,croatia,HRV,0.27286333260994833
2035,croatia,HRV,0.27286333260994833
2036,croatia,HRV,0.27286333260994833
2037,croatia,HRV,0.27286333260994833
2038,croatia,HRV,0.27286333260994833
2039,croatia,HRV,0.27286333260994833
2040,croatia,HRV,0.27286333260994833
2041,croatia,HRV,0.27286333260994833
2042,croatia,HRV,0.27286333260994833
2043,croatia,HRV,0.27286333260994833
2044,croatia,HRV,0.27286333260994833
2045,croatia,HRV,0.27286333260994833
2046,croatia,HRV,0.27286333260994833
2047,croatia,HRV,0.27286333260994833
2048,croatia,HRV,0.27286333260994833
2049,croatia,HRV,0.27286333260994833
2050,croatia,HRV,0.27286333260994833
2017,cuba,CUB,0.3944831176310966
2018,cuba,CUB,0.3944831176310966
2019,cuba,CUB,0.3944831176310966
2020,cuba,CUB,0.3944831176310966
2021,cuba,CUB,0.3944831176310966
2022,cuba,CUB,0.3944831176310966
2023,cuba,CUB,0.3944831176310966
2024,cuba,CUB,0.3944831176310966
2025,cuba,CUB,0.3944831176310966
2026,cuba,CUB,0.3944831176310966
2027,cuba,CUB,0.3944831176310966
2028,cuba,CUB,0.3944831176310966
2029,cuba,CUB,0.3944831176310966
2030,cuba,CUB,0.3944831176310966
2031,cuba,CUB,0.3944831176310966
2032,cuba,CUB,0.3944831176310966
2033,cuba,CUB,0.3944831176310966
2034,cuba,CUB,0.3944831176310966
2035,cuba,CUB,0.3944831176310966
2036,cuba,CUB,0.3944831176310966
2037,cuba,CUB,0.3944831176310966
2038,cuba,CUB,0.3944831176310966
2039,cuba,CUB,0.3944831176310966
2040,cuba,CUB,0.3944831176310966
2041,cuba,CUB,0.3944831176310966
2042,cuba,CUB,0.3944831176310966
2043,cuba,CUB,0.3944831176310966
2044,cuba,CUB,0.3944831176310966
2045,cuba,CUB,0.3944831176310966
2046,cuba,CUB,0.3944831176310966
2047,cuba,CUB,0.3944831176310966
2048,cuba,CUB,0.3944831176310966
2049,cuba,CUB,0.3944831176310966
2050,cuba,CUB,0.3944831176310966
2017,cyprus,CYP,0.7125581134036547
2018,cyprus,CYP,0.7125581134036547
2019,cyprus,CYP,0.7125581134036547
2020,cyprus,CYP,0.7125581134036547
2021,cyprus,CYP,0.7125581134036547
2022,cyprus,CYP,0.7125581134036547
2023,cyprus,CYP,0.7125581134036547
2024,cyprus,CYP,0.7125581134036547
2025,cyprus,CYP,0.7125581134036547
2026,cyprus,CYP,0.7125581134036547
2027,cyprus,CYP,0.7125581134036547
2028,cyprus,CYP,0.7125581134036547
2029,cyprus,CYP,0.7125581134036547
2030,cyprus,CYP,0.7125581134036547
2031,cyprus,CYP,0.7125581134036547
2032,cyprus,CYP,0.7125581134036547
2033,cyprus,CYP,0.7125581134036547
2034,cyprus,CYP,0.7125581134036547
2035,cyprus,CYP,0.7125581134036547
2036,cyprus,CYP,0.7125581134036547
2037,cyprus,CYP,0.7125581134036547
2038,cyprus,CYP,0.7125581134036547
2039,cyprus,CYP,0.7125581134036547
2040,cyprus,CYP,0.7125581134036547
2041,cyprus,CYP,0.7125581134036547
2042,cyprus,CYP,0.7125581134036547
2043,cyprus,CYP,0.7125581134036547
2044,cyprus,CYP,0.7125581134036547
2045,cyprus,CYP,0.7125581134036547
2046,cyprus,CYP,0.7125581134036547
2047,cyprus,CYP,0.7125581134036547
2048,cyprus,CYP,0.7125581134036547
2049,cyprus,CYP,0.7125581134036547
2050,cyprus,CYP,0.7125581134036547
2017,czech republic,CZE,0.2663922677490602
2018,czech republic,CZE,0.2663922677490602
2019,czech republic,CZE,0.2663922677490602
2020,czech republic,CZE,0.2663922677490602
2021,czech republic,CZE,0.2663922677490602
2022,czech republic,CZE,0.2663922677490602
2023,czech republic,CZE,0.2663922677490602
2024,czech republic,CZE,0.2663922677490602
2025,czech republic,CZE,0.2663922677490602
2026,czech republic,CZE,0.2663922677490602
2027,czech republic,CZE,0.2663922677490602
2028,czech republic,CZE,0.2663922677490602
2029,czech republic,CZE,0.2663922677490602
2030,czech republic,CZE,0.2663922677490602
2031,czech republic,CZE,0.2663922677490602
2032,czech republic,CZE,0.2663922677490602
2033,czech republic,CZE,0.2663922677490602
2034,czech republic,CZE,0.2663922677490602
2035,czech republic,CZE,0.2663922677490602
2036,czech republic,CZE,0.2663922677490602
2037,czech republic,CZE,0.2663922677490602
2038,czech republic,CZE,0.2663922677490602
2039,czech republic,CZE,0.2663922677490602
2040,czech republic,CZE,0.2663922677490602
2041,czech republic,CZE,0.2663922677490602
2042,czech republic,CZE,0.2663922677490602
2043,czech republic,CZE,0.2663922677490602
2044,czech republic,CZE,0.2663922677490602
2045,czech republic,CZE,0.2663922677490602
2046,czech republic,CZE,0.2663922677490602
2047,czech republic,CZE,0.2663922677490602
2048,czech republic,CZE,0.2663922677490602
2049,czech republic,CZE,0.2663922677490602
2050,czech republic,CZE,0.2663922677490602
2017,denmark,DNK,0.4092539800795914
2018,denmark,DNK,0.4092539800795914
2019,denmark,DNK,0.4092539800795914
2020,denmark,DNK,0.4092539800795914
2021,denmark,DNK,0.4092539800795914
2022,denmark,DNK,0.4092539800795914
2023,denmark,DNK,0.4092539800795914
2024,denmark,DNK,0.4092539800795914
2025,denmark,DNK,0.4092539800795914
2026,denmark,DNK,0.4092539800795914
2027,denmark,DNK,0.4092539800795914
2028,denmark,DNK,0.4092539800795914
2029,denmark,DNK,0.4092539800795914
2030,denmark,DNK,0.4092539800795914
2031,denmark,DNK,0.4092539800795914
2032,denmark,DNK,0.4092539800795914
2033,denmark,DNK,0.4092539800795914
2034,denmark,DNK,0.4092539800795914
2035,denmark,DNK,0.4092539800795914
2036,denmark,DNK,0.4092539800795914
2037,denmark,DNK,0.4092539800795914
2038,denmark,DNK,0.4092539800795914
2039,denmark,DNK,0.4092539800795914
2040,denmark,DNK,0.4092539800795914
2041,denmark,DNK,0.4092539800795914
2042,denmark,DNK,0.4092539800795914
2043,denmark,DNK,0.4092539800795914
2044,denmark,DNK,0.4092539800795914
2045,denmark,DNK,0.4092539800795914
2046,denmark,DNK,0.4092539800795914
2047,denmark,DNK,0.4092539800795914
2048,denmark,DNK,0.4092539800795914
2049,denmark,DNK,0.4092539800795914
2050,denmark,DNK,0.4092539800795914
2017,dominican_republic,DOM,0.6195042491654752
2018,dominican_republic,DOM,0.6195042491654752
2019,dominican_republic,DOM,0.6195042491654752
2020,dominican_republic,DOM,0.6195042491654752
2021,dominican_republic,DOM,0.6195042491654752
2022,dominican_republic,DOM,0.6195042491654752
2023,dominican_republic,DOM,0.6195042491654752
2024,dominican_republic,DOM,0.6195042491654752
2025,dominican_republic,DOM,0.6195042491654752
2026,dominican_republic,DOM,0.6195042491654752
2027,dominican_republic,DOM,0.6195042491654752
2028,dominican_republic,DOM,0.6195042491654752
2029,dominican_republic,DOM,0.6195042491654752
2030,dominican_republic,DOM,0.6195042491654752
2031,dominican_republic,DOM,0.6195042491654752
2032,dominican_republic,DOM,0.6195042491654752
2033,dominican_republic,DOM,0.6195042491654752
2034,dominican_republic,DOM,0.6195042491654752
2035,dominican_republic,DOM,0.6195042491654752
2036,dominican_republic,DOM,0.6195042491654752
2037,dominican_republic,DOM,0.6195042491654752
2038,dominican_republic,DOM,0.6195042491654752
2039,dominican_republic,DOM,0.6195042491654752
2040,dominican_republic,DOM,0.6195042491654752
2041,dominican_republic,DOM,0.6195042491654752
2042,dominican_republic,DOM,0.6195042491654752
2043,dominican_republic,DOM,0.6195042491654752
2044,dominican_republic,DOM,0.6195042491654752
2045,dominican_republic,DOM,0.6195042491654752
2046,dominican_republic,DOM,0.6195042491654752
2047,dominican_republic,DOM,0.6195042491654752
2048,dominican_republic,DOM,0.6195042491654752
2049,dominican_republic,DOM,0.6195042491654752
2050,dominican_republic,DOM,0.6195042491654752
2017,ecuador,ECU,0.398035288072331
2018,ecuador,ECU,0.398035288072331
2019,ecuador,ECU,0.398035288072331
2020,ecuador,ECU,0.398035288072331
2021,ecuador,ECU,0.398035288072331
2022,ecuador,ECU,0.398035288072331
2023,ecuador,ECU,0.398035288072331
2024,ecuador,ECU,0.398035288072331
2025,ecuador,ECU,0.398035288072331
2026,ecuador,ECU,0.398035288072331
2027,ecuador,ECU,0.398035288072331
2028,ecuador,ECU,0.398035288072331
2029,ecuador,ECU,0.398035288072331
2030,ecuador,ECU,0.398035288072331
2031,ecuador,ECU,0.398035288072331
2032,ecuador,ECU,0.398035288072331
2033,ecuador,ECU,0.398035288072331
2034,ecuador,ECU,0.398035288072331
2035,ecuador,ECU,0.398035288072331
2036,ecuador,ECU,0.398035288072331
2037,ecuador,ECU,0.398035288072331
2038,ecuador,ECU,0.398035288072331
2039,ecuador,ECU,0.398035288072331
2040,ecuador,ECU,0.398035288072331
2041,ecuador,ECU,0.398035288072331
2042,ecuador,ECU,0.398035288072331
2043,ecuador,ECU,0.398035288072331
2044,ecuador,ECU,0.398035288072331
2045,ecuador,ECU,0.398035288072331
2046,ecuador,ECU,0.398035288072331
2047,ecuador,ECU,0.398035288072331
2048,ecuador,ECU,0.398035288072331
2049,ecuador,ECU,0.398035288072331
2050,ecuador,ECU,0.398035288072331
2017,el_salvador,SLV,0.5777649392186877
2018,el_salvador,SLV,0.5777649392186877
2019,el_salvador,SLV,0.5777649392186877
2020,el_salvador,SLV,0.5777649392186877
2021,el_salvador,SLV,0.5777649392186877
2022,el_salvador,SLV,0.5777649392186877
2023,el_salvador,SLV,0.5777649392186877
2024,el_salvador,SLV,0.5777649392186877
2025,el_salvador,SLV,0.5777649392186877
2026,el_salvador,SLV,0.5777649392186877
2027,el_salvador,SLV,0.5777649392186877
2028,el_salvador,SLV,0.5777649392186877
2029,el_salvador,SLV,0.5777649392186877
2030,el_salvador,SLV,0.5777649392186877
2031,el_salvador,SLV,0.5777649392186877
2032,el_salvador,SLV,0.5777649392186877
2033,el_salvador,SLV,0.5777649392186877
2034,el_salvador,SLV,0.5777649392186877
2035,el_salvador,SLV,0.5777649392186877
2036,el_salvador,SLV,0.5777649392186877
2037,el_salvador,SLV,0.5777649392186877
2038,el_salvador,SLV,0.5777649392186877
2039,el_salvador,SLV,0.5777649392186877
2040,el_salvador,SLV,0.5777649392186877
2041,el_salvador,SLV,0.5777649392186877
2042,el_salvador,SLV,0.5777649392186877
2043,el_salvador,SLV,0.5777649392186877
2044,el_salvador,SLV,0.5777649392186877
2045,el_salvador,SLV,0.5777649392186877
2046,el_salvador,SLV,0.5777649392186877
2047,el_salvador,SLV,0.5777649392186877
2048,el_salvador,SLV,0.5777649392186877
2049,el_salvador,SLV,0.5777649392186877
2050,el_salvador,SLV,0.5777649392186877
2017,eritrea,ERI,0.6926024658447184
2018,eritrea,ERI,0.6926024658447184
2019,eritrea,ERI,0.6926024658447184
2020,eritrea,ERI,0.6926024658447184
2021,eritrea,ERI,0.6926024658447184
2022,eritrea,ERI,0.6926024658447184
2023,eritrea,ERI,0.6926024658447184
2024,eritrea,ERI,0.6926024658447184
2025,eritrea,ERI,0.6926024658447184
2026,eritrea,ERI,0.6926024658447184
2027,eritrea,ERI,0.6926024658447184
2028,eritrea,ERI,0.6926024658447184
2029,eritrea,ERI,0.6926024658447184
2030,eritrea,ERI,0.6926024658447184
2031,eritrea,ERI,0.6926024658447184
2032,eritrea,ERI,0.6926024658447184
2033,eritrea,ERI,0.6926024658447184
2034,eritrea,ERI,0.6926024658447184
2035,eritrea,ERI,0.6926024658447184
2036,eritrea,ERI,0.6926024658447184
2037,eritrea,ERI,0.6926024658447184
2038,eritrea,ERI,0.6926024658447184
2039,eritrea,ERI,0.6926024658447184
2040,eritrea,ERI,0.6926024658447184
2041,eritrea,ERI,0.6926024658447184
2042,eritrea,ERI,0.6926024658447184
2043,eritrea,ERI,0.6926024658447184
2044,eritrea,ERI,0.6926024658447184
2045,eritrea,ERI,0.6926024658447184
2046,eritrea,ERI,0.6926024658447184
2047,eritrea,ERI,0.6926024658447184
2048,eritrea,ERI,0.6926024658447184
2049,eritrea,ERI,0.6926024658447184
2050,eritrea,ERI,0.6926024658447184
2017,estonia,EST,0.5482070739844412
2018,estonia,EST,0.5482070739844412
2019,estonia,EST,0.5482070739844412
2020,estonia,EST,0.5482070739844412
2021,estonia,EST,0.5482070739844412
2022,estonia,EST,0.5482070739844412
2023,estonia,EST,0.5482070739844412
2024,estonia,EST,0.5482070739844412
2025,estonia,EST,0.5482070739844412
2026,estonia,EST,0.5482070739844412
2027,estonia,EST,0.5482070739844412
2028,estonia,EST,0.5482070739844412
2029,estonia,EST,0.5482070739844412
2030,estonia,EST,0.5482070739844412
2031,estonia,EST,0.5482070739844412
2032,estonia,EST,0.5482070739844412
2033,estonia,EST,0.5482070739844412
2034,estonia,EST,0.5482070739844412
2035,estonia,EST,0.5482070739844412
2036,estonia,EST,0.5482070739844412
2037,estonia,EST,0.5482070739844412
2038,estonia,EST,0.5482070739844412
2039,estonia,EST,0.5482070739844412
2040,estonia,EST,0.5482070739844412
2041,estonia,EST,0.5482070739844412
2042,estonia,EST,0.5482070739844412
2043,estonia,EST,0.5482070739844412
2044,estonia,EST,0.5482070739844412
2045,estonia,EST,0.5482070739844412
2046,estonia,EST,0.5482070739844412
2047,estonia,EST,0.5482070739844412
2048,estonia,EST,0.5482070739844412
2049,estonia,EST,0.5482070739844412
2050,estonia,EST,0.5482070739844412
2017,finland,FIN,0.27184977959641393
2018,finland,FIN,0.27184977959641393
2019,finland,FIN,0.27184977959641393
2020,finland,FIN,0.27184977959641393
2021,finland,FIN,0.27184977959641393
2022,finland,FIN,0.27184977959641393
2023,finland,FIN,0.27184977959641393
2024,finland,FIN,0.27184977959641393
2025,finland,FIN,0.27184977959641393
2026,finland,FIN,0.27184977959641393
2027,finland,FIN,0.27184977959641393
2028,finland,FIN,0.27184977959641393
2029,finland,FIN,0.27184977959641393
2030,finland,FIN,0.27184977959641393
2031,finland,FIN,0.27184977959641393
2032,finland,FIN,0.27184977959641393
2033,finland,FIN,0.27184977959641393
2034,finland,FIN,0.27184977959641393
2035,finland,FIN,0.27184977959641393
2036,finland,FIN,0.27184977959641393
2037,finland,FIN,0.27184977959641393
2038,finland,FIN,0.27184977959641393
2039,finland,FIN,0.27184977959641393
2040,finland,FIN,0.27184977959641393
2041,finland,FIN,0.27184977959641393
2042,finland,FIN,0.27184977959641393
2043,finland,FIN,0.27184977959641393
2044,finland,FIN,0.27184977959641393
2045,finland,FIN,0.27184977959641393
2046,finland,FIN,0.27184977959641393
2047,finland,FIN,0.27184977959641393
2048,finland,FIN,0.27184977959641393
2049,finland,FIN,0.27184977959641393
2050,finland,FIN,0.27184977959641393
2017,france,FRA,0.3184622014168829
2018,france,FRA,0.3184622014168829
2019,france,FRA,0.3184622014168829
2020,france,FRA,0.3184622014168829
2021,france,FRA,0.3184622014168829
2022,france,FRA,0.3184622014168829
2023,france,FRA,0.3184622014168829
2024,france,FRA,0.3184622014168829
2025,france,FRA,0.3184622014168829
2026,france,FRA,0.3184622014168829
2027,france,FRA,0.3184622014168829
2028,france,FRA,0.3184622014168829
2029,france,FRA,0.3184622014168829
2030,france,FRA,0.3184622014168829
2031,france,FRA,0.3184622014168829
2032,france,FRA,0.3184622014168829
2033,france,FRA,0.3184622014168829
2034,france,FRA,0.3184622014168829
2035,france,FRA,0.3184622014168829
2036,france,FRA,0.3184622014168829
2037,france,FRA,0.3184622014168829
2038,france,FRA,0.3184622014168829
2039,france,FRA,0.3184622014168829
2040,france,FRA,0.3184622014168829
2041,france,FRA,0.3184622014168829
2042,france,FRA,0.3184622014168829
2043,france,FRA,0.3184622014168829
2044,france,FRA,0.3184622014168829
2045,france,FRA,0.3184622014168829
2046,france,FRA,0.3184622014168829
2047,france,FRA,0.3184622014168829
2048,france,FRA,0.3184622014168829
2049,france,FRA,0.3184622014168829
2050,france,FRA,0.3184622014168829
2017,gabon,GAB,0.34085680532239016
2018,gabon,GAB,0.34085680532239016
2019,gabon,GAB,0.34085680532239016
2020,gabon,GAB,0.34085680532239016
2021,gabon,GAB,0.34085680532239016
2022,gabon,GAB,0.34085680532239016
2023,gabon,GAB,0.34085680532239016
2024,gabon,GAB,0.34085680532239016
2025,gabon,GAB,0.34085680532239016
2026,gabon,GAB,0.34085680532239016
2027,gabon,GAB,0.34085680532239016
2028,gabon,GAB,0.34085680532239016
2029,gabon,GAB,0.34085680532239016
2030,gabon,GAB,0.34085680532239016
2031,gabon,GAB,0.34085680532239016
2032,gabon,GAB,0.34085680532239016
2033,gabon,GAB,0.34085680532239016
2034,gabon,GAB,0.34085680532239016
2035,gabon,GAB,0.34085680532239016
2036,gabon,GAB,0.34085680532239016
2037,gabon,GAB,0.34085680532239016
2038,gabon,GAB,0.34085680532239016
2039,gabon,GAB,0.34085680532239016
2040,gabon,GAB,0.34085680532239016
2041,gabon,GAB,0.34085680532239016
2042,gabon,GAB,0.34085680532239016
2043,gabon,GAB,0.34085680532239016
2044,gabon,GAB,0.34085680532239016
2045,gabon,GAB,0.34085680532239016
2046,gabon,GAB,0.34085680532239016
2047,gabon,GAB,0.34085680532239016
2048,gabon,GAB,0.34085680532239016
2049,gabon,GAB,0.34085680532239016
2050,gabon,GAB,0.34085680532239016
2017,georgia,GEO,0.512766907888859
2018,georgia,GEO,0.512766907888859
2019,georgia,GEO,0.512766907888859
2020,georgia,GEO,0.512766907888859
