,Nation,iso_code3,Year,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_heat_energy
1866,Dominican Republic,DOM,2037,35.62882859845809
1867,Dominican Republic,DOM,2038,37.26265135764396
1868,Dominican Republic,DOM,2039,38.555054198975455
1869,Dominican Republic,DOM,2040,39.54416707627052
1870,Dominican Republic,DOM,2041,42.441117573899575
1871,Dominican Republic,DOM,2042,45.189654899126076
1872,Dominican Republic,DOM,2043,47.801098245870556
1873,Dominican Republic,DOM,2044,50.28559434875067
1874,Dominican Republic,DOM,2045,52.65227989493855
1875,Dominican Republic,DOM,2046,55.01490184896481
1876,Dominican Republic,DOM,2047,57.264088152513274
1877,Dominican Republic,DOM,2048,59.407952555132574
1878,Dominican Republic,DOM,2049,61.453826904004885
1879,Dominican Republic,DOM,2050,63.40835899615609
1889,Ecuador,ECU,2020,0.0
1890,Ecuador,ECU,2021,0.0
1891,Ecuador,ECU,2022,0.0
1892,Ecuador,ECU,2023,0.0
1893,Ecuador,ECU,2024,0.0
1894,Ecuador,ECU,2025,0.0
1895,Ecuador,ECU,2026,0.0
1896,Ecuador,ECU,2027,0.0
1897,Ecuador,ECU,2028,0.0
1898,Ecuador,ECU,2029,0.0
1899,Ecuador,ECU,2030,0.0
1900,Ecuador,ECU,2031,0.0
1901,Ecuador,ECU,2032,0.0
1902,Ecuador,ECU,2033,0.0
1903,Ecuador,ECU,2034,0.0
1904,Ecuador,ECU,2035,0.0
1905,Ecuador,ECU,2036,0.0
1906,Ecuador,ECU,2037,0.0
1907,Ecuador,ECU,2038,0.0
1908,Ecuador,ECU,2039,0.0
1909,Ecuador,ECU,2040,0.0
1910,Ecuador,ECU,2041,0.0
1911,Ecuador,ECU,2042,5.023601420033484
1912,Ecuador,ECU,2043,11.780561863458866
1913,Ecuador,ECU,2044,17.97480508431181
1914,Ecuador,ECU,2045,23.668317590505183
1915,Ecuador,ECU,2046,29.718490628421065
1916,Ecuador,ECU,2047,35.25499494314112
1917,Ecuador,ECU,2048,40.33562155369408
1918,Ecuador,ECU,2049,45.01018145706838
1919,Ecuador,ECU,2050,49.321799053602945
1929,"Egypt, Arab Rep.",EGY,2020,35.158103919136025
1930,"Egypt, Arab Rep.",EGY,2021,54.152033738274504
1931,"Egypt, Arab Rep.",EGY,2022,60.07256584700639
1932,"Egypt, Arab Rep.",EGY,2023,65.36670021563769
1933,"Egypt, Arab Rep.",EGY,2024,70.12174730984043
1934,"Egypt, Arab Rep.",EGY,2025,74.40997156837103
1935,"Egypt, Arab Rep.",EGY,2026,79.78854948038537
1936,"Egypt, Arab Rep.",EGY,2027,84.55270498457429
1937,"Egypt, Arab Rep.",EGY,2028,88.79322915858776
1938,"Egypt, Arab Rep.",EGY,2029,92.58446695459779
1939,"Egypt, Arab Rep.",EGY,2030,95.98782400705707
1940,"Egypt, Arab Rep.",EGY,2031,99.91705172121205
1941,"Egypt, Arab Rep.",EGY,2032,103.40055015248285
1942,"Egypt, Arab Rep.",EGY,2033,106.50253867364718
1943,"Egypt, Arab Rep.",EGY,2034,109.27597756380568
1944,"Egypt, Arab Rep.",EGY,2035,111.76488393761026
1945,"Egypt, Arab Rep.",EGY,2036,114.55591153492539
1946,"Egypt, Arab Rep.",EGY,2037,117.03500623234073
1947,"Egypt, Arab Rep.",EGY,2038,119.24561474096355
1948,"Egypt, Arab Rep.",EGY,2039,121.22387457922204
1949,"Egypt, Arab Rep.",EGY,2040,123.00005180645385
1950,"Egypt, Arab Rep.",EGY,2041,124.88830348661598
1951,"Egypt, Arab Rep.",EGY,2042,126.57372503376713
1952,"Egypt, Arab Rep.",EGY,2043,128.08288620050945
1953,"Egypt, Arab Rep.",EGY,2044,129.43818299900195
1954,"Egypt, Arab Rep.",EGY,2045,130.65860212106602
1955,"Egypt, Arab Rep.",EGY,2046,131.9305229999654
1956,"Egypt, Arab Rep.",EGY,2047,133.0715159585431
1957,"Egypt, Arab Rep.",EGY,2048,134.0975891078297
1958,"Egypt, Arab Rep.",EGY,2049,135.02242173396408
1959,"Egypt, Arab Rep.",EGY,2050,135.85775817825473
1969,El Salvador,SLV,2020,0.0
1970,El Salvador,SLV,2021,0.0
1971,El Salvador,SLV,2022,0.0
1972,El Salvador,SLV,2023,0.0
1973,El Salvador,SLV,2024,0.0
1974,El Salvador,SLV,2025,0.0
1975,El Salvador,SLV,2026,0.0
1976,El Salvador,SLV,2027,0.0
1977,El Salvador,SLV,2028,0.0
1978,El Salvador,SLV,2029,0.0
1979,El Salvador,SLV,2030,0.0
1980,El Salvador,SLV,2031,0.0
1981,El Salvador,SLV,2032,0.0
1982,El Salvador,SLV,2033,0.0
1983,El Salvador,SLV,2034,0.0
1984,El Salvador,SLV,2035,0.0
1985,El Salvador,SLV,2036,0.0
1986,El Salvador,SLV,2037,0.0
1987,El Salvador,SLV,2038,0.0
1988,El Salvador,SLV,2039,0.0
1989,El Salvador,SLV,2040,0.0
1990,El Salvador,SLV,2041,0.0
1991,El Salvador,SLV,2042,0.0
1992,El Salvador,SLV,2043,0.0
1993,El Salvador,SLV,2044,0.0
1994,El Salvador,SLV,2045,0.0
1995,El Salvador,SLV,2046,0.0
1996,El Salvador,SLV,2047,0.0
1997,El Salvador,SLV,2048,0.0
1998,El Salvador,SLV,2049,0.0
1999,El Salvador,SLV,2050,0.0
2009,Equatorial Guinea,GNQ,2020,0.0
2010,Equatorial Guinea,GNQ,2021,0.0
2011,Equatorial Guinea,GNQ,2022,0.0
2012,Equatorial Guinea,GNQ,2023,0.0
2013,Equatorial Guinea,GNQ,2024,0.0
2014,Equatorial Guinea,GNQ,2025,0.0
2015,Equatorial Guinea,GNQ,2026,0.0
2016,Equatorial Guinea,GNQ,2027,0.0
2017,Equatorial Guinea,GNQ,2028,0.0
2018,Equatorial Guinea,GNQ,2029,0.0
2019,Equatorial Guinea,GNQ,2030,0.0
2020,Equatorial Guinea,GNQ,2031,0.0
2021,Equatorial Guinea,GNQ,2032,0.0
2022,Equatorial Guinea,GNQ,2033,0.0
2023,Equatorial Guinea,GNQ,2034,0.0
2024,Equatorial Guinea,GNQ,2035,0.0
2025,Equatorial Guinea,GNQ,2036,0.0
2026,Equatorial Guinea,GNQ,2037,0.0
2027,Equatorial Guinea,GNQ,2038,0.0
2028,Equatorial Guinea,GNQ,2039,0.0
2029,Equatorial Guinea,GNQ,2040,0.0
2030,Equatorial Guinea,GNQ,2041,0.0
2031,Equatorial Guinea,GNQ,2042,0.0
2032,Equatorial Guinea,GNQ,2043,0.0
2033,Equatorial Guinea,GNQ,2044,0.0
2034,Equatorial Guinea,GNQ,2045,0.0
2035,Equatorial Guinea,GNQ,2046,0.0
2036,Equatorial Guinea,GNQ,2047,0.0
2037,Equatorial Guinea,GNQ,2048,0.0
2038,Equatorial Guinea,GNQ,2049,0.0
2039,Equatorial Guinea,GNQ,2050,0.0
2049,Estonia,EST,2020,0.0
2050,Estonia,EST,2021,0.0
2051,Estonia,EST,2022,0.0
2052,Estonia,EST,2023,0.0
2053,Estonia,EST,2024,0.0
2054,Estonia,EST,2025,0.0
2055,Estonia,EST,2026,0.0
2056,Estonia,EST,2027,0.0
2057,Estonia,EST,2028,0.0
2058,Estonia,EST,2029,0.0
2059,Estonia,EST,2030,0.0
2060,Estonia,EST,2031,0.0
2061,Estonia,EST,2032,0.0
2062,Estonia,EST,2033,0.0
2063,Estonia,EST,2034,0.0
2064,Estonia,EST,2035,0.0
2065,Estonia,EST,2036,0.0
2066,Estonia,EST,2037,0.0
2067,Estonia,EST,2038,0.0
2068,Estonia,EST,2039,0.0
2069,Estonia,EST,2040,0.0
2070,Estonia,EST,2041,0.0
2071,Estonia,EST,2042,0.0
2072,Estonia,EST,2043,0.0
2073,Estonia,EST,2044,0.0
2074,Estonia,EST,2045,0.0
2075,Estonia,EST,2046,0.0
2076,Estonia,EST,2047,0.0
2077,Estonia,EST,2048,0.0
2078,Estonia,EST,2049,0.0
2079,Estonia,EST,2050,0.0
2089,Eswatini,SWZ,2020,0.0
2090,Eswatini,SWZ,2021,0.0
2091,Eswatini,SWZ,2022,0.0
2092,Eswatini,SWZ,2023,0.0
2093,Eswatini,SWZ,2024,0.0
2094,Eswatini,SWZ,2025,0.0
2095,Eswatini,SWZ,2026,0.0
2096,Eswatini,SWZ,2027,0.0
2097,Eswatini,SWZ,2028,0.0
2098,Eswatini,SWZ,2029,0.0
2099,Eswatini,SWZ,2030,0.0
2100,Eswatini,SWZ,2031,0.0
2101,Eswatini,SWZ,2032,0.0
2102,Eswatini,SWZ,2033,0.0
2103,Eswatini,SWZ,2034,0.0
2104,Eswatini,SWZ,2035,0.0
2105,Eswatini,SWZ,2036,0.0
2106,Eswatini,SWZ,2037,0.0
2107,Eswatini,SWZ,2038,0.0
2108,Eswatini,SWZ,2039,0.0
2109,Eswatini,SWZ,2040,0.0
2110,Eswatini,SWZ,2041,0.0
2111,Eswatini,SWZ,2042,0.0
2112,Eswatini,SWZ,2043,0.0
2113,Eswatini,SWZ,2044,0.0
2114,Eswatini,SWZ,2045,0.0
2115,Eswatini,SWZ,2046,0.0
2116,Eswatini,SWZ,2047,0.0
2117,Eswatini,SWZ,2048,0.0
2118,Eswatini,SWZ,2049,0.0
2119,Eswatini,SWZ,2050,0.0
2129,Ethiopia,ETH,2020,0.0
2130,Ethiopia,ETH,2021,0.0
2131,Ethiopia,ETH,2022,0.0
2132,Ethiopia,ETH,2023,0.0
2133,Ethiopia,ETH,2024,0.0
2134,Ethiopia,ETH,2025,0.0
2135,Ethiopia,ETH,2026,0.0
2136,Ethiopia,ETH,2027,0.0
2137,Ethiopia,ETH,2028,0.0
2138,Ethiopia,ETH,2029,0.0
2139,Ethiopia,ETH,2030,0.0
2140,Ethiopia,ETH,2031,0.0
2141,Ethiopia,ETH,2032,0.0
2142,Ethiopia,ETH,2033,0.0
2143,Ethiopia,ETH,2034,0.0
2144,Ethiopia,ETH,2035,0.0
2145,Ethiopia,ETH,2036,0.0
2146,Ethiopia,ETH,2037,0.0
2147,Ethiopia,ETH,2038,0.0
2148,Ethiopia,ETH,2039,0.0
2149,Ethiopia,ETH,2040,0.0
2150,Ethiopia,ETH,2041,0.0
2151,Ethiopia,ETH,2042,0.0
2152,Ethiopia,ETH,2043,0.0
2153,Ethiopia,ETH,2044,0.0
2154,Ethiopia,ETH,2045,0.0
2155,Ethiopia,ETH,2046,0.0
2156,Ethiopia,ETH,2047,0.0
2157,Ethiopia,ETH,2048,0.0
2158,Ethiopia,ETH,2049,4.467573616281864
2159,Ethiopia,ETH,2050,13.591219156031968
2169,Fiji,FJI,2020,0.0
2170,Fiji,FJI,2021,0.0
2171,Fiji,FJI,2022,0.0
2172,Fiji,FJI,2023,0.0
2173,Fiji,FJI,2024,0.0
2174,Fiji,FJI,2025,0.0
2175,Fiji,FJI,2026,0.0
2176,Fiji,FJI,2027,0.0
2177,Fiji,FJI,2028,0.0
2178,Fiji,FJI,2029,0.0
2179,Fiji,FJI,2030,0.0
2180,Fiji,FJI,2031,0.0
2181,Fiji,FJI,2032,0.0
2182,Fiji,FJI,2033,0.0
2183,Fiji,FJI,2034,0.0
2184,Fiji,FJI,2035,0.0
2185,Fiji,FJI,2036,0.0
2186,Fiji,FJI,2037,0.0
2187,Fiji,FJI,2038,0.0
2188,Fiji,FJI,2039,0.0
2189,Fiji,FJI,2040,0.0
2190,Fiji,FJI,2041,0.0
2191,Fiji,FJI,2042,0.0
2192,Fiji,FJI,2043,0.0
2193,Fiji,FJI,2044,0.0
2194,Fiji,FJI,2045,0.0
2195,Fiji,FJI,2046,0.0
2196,Fiji,FJI,2047,0.0
2197,Fiji,FJI,2048,0.0
2198,Fiji,FJI,2049,0.0
2199,Fiji,FJI,2050,0.0
2209,Finland,FIN,2020,80.54214467399468
2210,Finland,FIN,2021,81.1298367936695
2211,Finland,FIN,2022,82.40493107692316
2212,Finland,FIN,2023,83.62863349841732
2213,Finland,FIN,2024,84.80374716147472
2214,Finland,FIN,2025,85.93288414874206
2215,Finland,FIN,2026,87.44379895124386
2216,Finland,FIN,2027,88.88202630642678
2217,Finland,FIN,2028,90.25240730759369
2218,Finland,FIN,2029,91.5593764831044
2219,Finland,FIN,2030,92.80700268716022
2220,Finland,FIN,2031,94.18936698431732
2221,Finland,FIN,2032,95.50501619863878
2222,Finland,FIN,2033,96.75846182373851
2223,Finland,FIN,2034,97.95382838775488
2224,Finland,FIN,2035,99.09489332887712
2225,Finland,FIN,2036,100.34981157617594
2226,Finland,FIN,2037,101.54414595191527
2227,Finland,FIN,2038,102.68203609227861
2228,Finland,FIN,2039,103.76726098558149
2229,Finland,FIN,2040,104.80327682951369
2230,Finland,FIN,2041,105.83009515951137
2231,Finland,FIN,2042,106.81075870360425
2232,Finland,FIN,2043,107.74821718243238
2233,Finland,FIN,2044,108.64517926271212
2234,Finland,FIN,2045,109.50413634117433
2235,Finland,FIN,2046,110.36946805228483
2236,Finland,FIN,2047,111.19768753610329
2237,Finland,FIN,2048,111.99106598824763
2238,Finland,FIN,2049,112.75169647812045
2239,Finland,FIN,2050,113.48151084162672
2249,France,FRA,2020,119.01156403698536
2250,France,FRA,2021,119.57885311108495
2251,France,FRA,2022,119.67452785208428
2252,France,FRA,2023,119.76463187310968
2253,France,FRA,2024,119.84952122694722
2254,France,FRA,2025,119.92952541341046
2255,France,FRA,2026,120.0525535765662
2256,France,FRA,2027,120.16935694238727
2257,France,FRA,2028,120.28032272767781
2258,France,FRA,2029,120.38580915946632
2259,France,FRA,2030,120.486148015169
2260,France,FRA,2031,120.6461323953376
2261,France,FRA,2032,120.79899510549866
2262,France,FRA,2033,120.9451631041858
2263,France,FRA,2034,121.08503149237384
2264,France,FRA,2035,121.21896633964283
2265,France,FRA,2036,121.40354880826354
2266,France,FRA,2037,121.58056408239037
2267,France,FRA,2038,121.75044803979345
2268,France,FRA,2039,121.91360466919052
2269,France,FRA,2040,122.07040887534536
2270,France,FRA,2041,122.26132537281472
2271,France,FRA,2042,122.44496687124283
2272,France,FRA,2043,122.621730386682
2273,France,FRA,2044,122.7919851107604
2274,France,FRA,2045,122.9560747717496
2275,France,FRA,2046,123.12611495336981
2276,France,FRA,2047,123.29016248267237
2277,France,FRA,2048,123.44852129877825
2278,France,FRA,2049,123.60147547726436
2279,France,FRA,2050,123.74929080590131
2289,French Polynesia,PYF,2020,0.0
2290,French Polynesia,PYF,2021,0.0
2291,French Polynesia,PYF,2022,0.0
2292,French Polynesia,PYF,2023,0.0
2293,French Polynesia,PYF,2024,0.0
2294,French Polynesia,PYF,2025,0.0
2295,French Polynesia,PYF,2026,0.0
2296,French Polynesia,PYF,2027,0.0
2297,French Polynesia,PYF,2028,0.0
2298,French Polynesia,PYF,2029,0.0
2299,French Polynesia,PYF,2030,0.0
2300,French Polynesia,PYF,2031,0.0
2301,French Polynesia,PYF,2032,0.0
2302,French Polynesia,PYF,2033,0.0
2303,French Polynesia,PYF,2034,0.0
2304,French Polynesia,PYF,2035,0.0
2305,French Polynesia,PYF,2036,0.0
2306,French Polynesia,PYF,2037,0.0
2307,French Polynesia,PYF,2038,0.0
2308,French Polynesia,PYF,2039,0.0
2309,French Polynesia,PYF,2040,0.0
2310,French Polynesia,PYF,2041,0.0
2311,French Polynesia,PYF,2042,0.0
2312,French Polynesia,PYF,2043,0.0
2313,French Polynesia,PYF,2044,0.0
2314,French Polynesia,PYF,2045,0.0
2315,French Polynesia,PYF,2046,0.0
2316,French Polynesia,PYF,2047,0.0
2317,French Polynesia,PYF,2048,0.0
2318,French Polynesia,PYF,2049,0.0
2319,French Polynesia,PYF,2050,0.0
2329,Gabon,GAB,2020,0.0
2330,Gabon,GAB,2021,0.0
2331,Gabon,GAB,2022,0.0
2332,Gabon,GAB,2023,0.0
2333,Gabon,GAB,2024,0.0
2334,Gabon,GAB,2025,0.0
2335,Gabon,GAB,2026,0.0
2336,Gabon,GAB,2027,0.0
2337,Gabon,GAB,2028,0.0
2338,Gabon,GAB,2029,0.0
2339,Gabon,GAB,2030,0.0
2340,Gabon,GAB,2031,0.0
2341,Gabon,GAB,2032,0.0
2342,Gabon,GAB,2033,0.0
2343,Gabon,GAB,2034,0.0
2344,Gabon,GAB,2035,0.0
2345,Gabon,GAB,2036,0.0
2346,Gabon,GAB,2037,0.0
2347,Gabon,GAB,2038,0.0
2348,Gabon,GAB,2039,0.0
2349,Gabon,GAB,2040,0.0
2350,Gabon,GAB,2041,0.0
2351,Gabon,GAB,2042,0.0
2352,Gabon,GAB,2043,0.0
2353,Gabon,GAB,2044,0.0
2354,Gabon,GAB,2045,0.0
2355,Gabon,GAB,2046,0.0
2356,Gabon,GAB,2047,0.0
2357,Gabon,GAB,2048,0.0
2358,Gabon,GAB,2049,0.0
2359,Gabon,GAB,2050,0.0
2369,"Gambia, The",GMB,2020,0.0
2370,"Gambia, The",GMB,2021,0.0
2371,"Gambia, The",GMB,2022,0.0
2372,"Gambia, The",GMB,2023,0.0
2373,"Gambia, The",GMB,2024,0.0
2374,"Gambia, The",GMB,2025,0.0
2375,"Gambia, The",GMB,2026,0.0
2376,"Gambia, The",GMB,2027,0.0
2377,"Gambia, The",GMB,2028,0.0
2378,"Gambia, The",GMB,2029,0.0
2379,"Gambia, The",GMB,2030,0.0
2380,"Gambia, The",GMB,2031,0.0
2381,"Gambia, The",GMB,2032,0.0
2382,"Gambia, The",GMB,2033,0.0
2383,"Gambia, The",GMB,2034,0.0
2384,"Gambia, The",GMB,2035,0.0
2385,"Gambia, The",GMB,2036,0.0
2386,"Gambia, The",GMB,2037,0.0
2387,"Gambia, The",GMB,2038,0.0
2388,"Gambia, The",GMB,2039,0.0
2389,"Gambia, The",GMB,2040,0.0
2390,"Gambia, The",GMB,2041,0.0
2391,"Gambia, The",GMB,2042,0.0
2392,"Gambia, The",GMB,2043,0.0
2393,"Gambia, The",GMB,2044,0.0
2394,"Gambia, The",GMB,2045,0.0
2395,"Gambia, The",GMB,2046,0.0
2396,"Gambia, The",GMB,2047,0.0
2397,"Gambia, The",GMB,2048,0.0
2398,"Gambia, The",GMB,2049,0.0
2399,"Gambia, The",GMB,2050,0.0
2409,Georgia,GEO,2020,0.0
2410,Georgia,GEO,2021,0.0
2411,Georgia,GEO,2022,0.0
2412,Georgia,GEO,2023,0.0
2413,Georgia,GEO,2024,0.0
2414,Georgia,GEO,2025,0.0
2415,Georgia,GEO,2026,0.0
2416,Georgia,GEO,2027,0.0
2417,Georgia,GEO,2028,0.0
2418,Georgia,GEO,2029,0.0
2419,Georgia,GEO,2030,0.0
2420,Georgia,GEO,2031,0.0
2421,Georgia,GEO,2032,0.0
2422,Georgia,GEO,2033,0.0
2423,Georgia,GEO,2034,0.0
2424,Georgia,GEO,2035,0.0
2425,Georgia,GEO,2036,0.0
2426,Georgia,GEO,2037,0.0
2427,Georgia,GEO,2038,0.0
2428,Georgia,GEO,2039,0.0
2429,Georgia,GEO,2040,0.0
2430,Georgia,GEO,2041,0.0
2431,Georgia,GEO,2042,0.0
2432,Georgia,GEO,2043,0.0
2433,Georgia,GEO,2044,0.0
2434,Georgia,GEO,2045,0.0
2435,Georgia,GEO,2046,0.0
2436,Georgia,GEO,2047,0.0
2437,Georgia,GEO,2048,0.0
2438,Georgia,GEO,2049,0.0
2439,Georgia,GEO,2050,0.0
2449,Germany,DEU,2020,127.6734305630682
2450,Germany,DEU,2021,128.60475263002613
2451,Germany,DEU,2022,129.03156867656696
2452,Germany,DEU,2023,129.4467155604714
2453,Germany,DEU,2024,129.85066574743524
2454,Germany,DEU,2025,130.243866517401
2455,Germany,DEU,2026,130.5074814931229
2456,Germany,DEU,2027,130.76634574643495
2457,Germany,DEU,2028,131.02058663366557
2458,Germany,DEU,2029,131.2703269964515
2459,Germany,DEU,2030,131.51568536015623
2460,Germany,DEU,2031,131.81773461916012
2461,Germany,DEU,2032,132.11355606044268
2462,Germany,DEU,2033,132.40334046069083
2463,Germany,DEU,2034,132.68727087803376
2464,Germany,DEU,2035,132.965523038749
2465,Germany,DEU,2036,133.3339533850026
2466,Germany,DEU,2037,133.69294866735754
2467,Germany,DEU,2038,134.04286693087255
2468,Germany,DEU,2039,134.38404832067894
2469,Germany,DEU,2040,134.71681618739387
2470,Germany,DEU,2041,135.05945599732755
2471,Germany,DEU,2042,135.3935875891596
2472,Germany,DEU,2043,135.71952412637305
2473,Germany,DEU,2044,136.03756358275137
2474,Germany,DEU,2045,136.34798965272864
2475,Germany,DEU,2046,136.64864330262105
2476,Germany,DEU,2047,136.94252771319114
2477,Germany,DEU,2048,137.22986904563913
2478,Germany,DEU,2049,137.51088349325704
2479,Germany,DEU,2050,137.78577782483202
2489,Ghana,GHA,2020,0.0
2490,Ghana,GHA,2021,0.0
2491,Ghana,GHA,2022,0.0
2492,Ghana,GHA,2023,0.0
2493,Ghana,GHA,2024,0.0
2494,Ghana,GHA,2025,0.0
2495,Ghana,GHA,2026,0.0
2496,Ghana,GHA,2027,0.0
2497,Ghana,GHA,2028,0.0
2498,Ghana,GHA,2029,0.0
2499,Ghana,GHA,2030,0.0
2500,Ghana,GHA,2031,0.0
2501,Ghana,GHA,2032,0.0
2502,Ghana,GHA,2033,0.0
2503,Ghana,GHA,2034,0.0
2504,Ghana,GHA,2035,0.0
2505,Ghana,GHA,2036,0.0
2506,Ghana,GHA,2037,0.0
2507,Ghana,GHA,2038,0.0
2508,Ghana,GHA,2039,0.0
2509,Ghana,GHA,2040,0.0
2510,Ghana,GHA,2041,0.0
2511,Ghana,GHA,2042,0.0
2512,Ghana,GHA,2043,0.0
2513,Ghana,GHA,2044,0.0
2514,Ghana,GHA,2045,0.0
2515,Ghana,GHA,2046,0.0
2516,Ghana,GHA,2047,0.0
2517,Ghana,GHA,2048,0.0
2518,Ghana,GHA,2049,0.0
2519,Ghana,GHA,2050,0.0
2529,Greece,GRC,2020,92.57004634228194
2530,Greece,GRC,2021,90.69184113266483
2531,Greece,GRC,2022,92.2521055124096
2532,Greece,GRC,2023,93.71863322976505
2533,Greece,GRC,2024,95.09873756300074
2534,Greece,GRC,2025,96.39903400815778
2535,Greece,GRC,2026,97.35493847535011
2536,Greece,GRC,2027,98.26425892443282
2537,Greece,GRC,2028,99.12980727247918
2538,Greece,GRC,2029,99.95419064414901
2539,Greece,GRC,2030,100.73982884851911
2540,Greece,GRC,2031,101.54421940073324
2541,Greece,GRC,2032,102.31032166685925
2542,Greece,GRC,2033,103.04042175412897
2543,Greece,GRC,2034,103.73664040828021
2544,Greece,GRC,2035,104.40094705294453
2545,Greece,GRC,2036,105.08048397454318
2546,Greece,GRC,2037,105.72895277306176
2547,Greece,GRC,2038,106.34815963164579
2548,Greece,GRC,2039,106.93978291196568
2549,Greece,GRC,2040,107.50538379587054
2550,Greece,GRC,2041,108.07787310935818
2551,Greece,GRC,2042,108.62586411766307
2552,Greece,GRC,2043,109.15070747005691
2553,Greece,GRC,2044,109.65366270686363
2554,Greece,GRC,2045,110.13590550896656
2555,Greece,GRC,2046,110.67037203009468
2556,Greece,GRC,2047,111.18330747294351
2557,Greece,GRC,2048,111.67586835277625
2558,Greece,GRC,2049,112.14913414464903
2559,Greece,GRC,2050,112.60411337751151
2569,Guatemala,GTM,2020,0.0
2570,Guatemala,GTM,2021,0.0
2571,Guatemala,GTM,2022,0.0
2572,Guatemala,GTM,2023,0.0
2573,Guatemala,GTM,2024,0.0
2574,Guatemala,GTM,2025,0.0
2575,Guatemala,GTM,2026,0.0
2576,Guatemala,GTM,2027,0.0
2577,Guatemala,GTM,2028,0.0
2578,Guatemala,GTM,2029,0.0
2579,Guatemala,GTM,2030,0.0
2580,Guatemala,GTM,2031,0.0
2581,Guatemala,GTM,2032,0.0
2582,Guatemala,GTM,2033,0.0
2583,Guatemala,GTM,2034,0.0
2584,Guatemala,GTM,2035,0.0
2585,Guatemala,GTM,2036,0.0
2586,Guatemala,GTM,2037,0.0
2587,Guatemala,GTM,2038,0.0
2588,Guatemala,GTM,2039,0.0
2589,Guatemala,GTM,2040,0.0
2590,Guatemala,GTM,2041,0.0
2591,Guatemala,GTM,2042,0.0
2592,Guatemala,GTM,2043,1.7053754320858714
2593,Guatemala,GTM,2044,9.256117358408828
2594,Guatemala,GTM,2045,16.10575427773064
2595,Guatemala,GTM,2046,23.9693033099181
2596,Guatemala,GTM,2047,31.01275356607629
2597,Guatemala,GTM,2048,37.34529217395991
2598,Guatemala,GTM,2049,43.058432405042694
2599,Guatemala,GTM,2050,48.229365956396535
2609,Guinea,GIN,2020,0.0
2610,Guinea,GIN,2021,0.0
2611,Guinea,GIN,2022,0.0
2612,Guinea,GIN,2023,0.0
2613,Guinea,GIN,2024,0.0
2614,Guinea,GIN,2025,0.0
2615,Guinea,GIN,2026,0.0
2616,Guinea,GIN,2027,0.0
2617,Guinea,GIN,2028,0.0
2618,Guinea,GIN,2029,0.0
2619,Guinea,GIN,2030,0.0
2620,Guinea,GIN,2031,0.0
2621,Guinea,GIN,2032,0.0
2622,Guinea,GIN,2033,0.0
2623,Guinea,GIN,2034,0.0
2624,Guinea,GIN,2035,0.0
2625,Guinea,GIN,2036,0.0
2626,Guinea,GIN,2037,0.0
2627,Guinea,GIN,2038,0.0
2628,Guinea,GIN,2039,0.0
2629,Guinea,GIN,2040,0.0
2630,Guinea,GIN,2041,0.0
2631,Guinea,GIN,2042,0.0
2632,Guinea,GIN,2043,0.0
2633,Guinea,GIN,2044,0.0
2634,Guinea,GIN,2045,0.0
2635,Guinea,GIN,2046,0.0
2636,Guinea,GIN,2047,0.0
2637,Guinea,GIN,2048,0.0
2638,Guinea,GIN,2049,0.0
2639,Guinea,GIN,2050,0.0
2649,Guinea-Bissau,GNB,2020,0.0
2650,Guinea-Bissau,GNB,2021,0.0
2651,Guinea-Bissau,GNB,2022,0.0
2652,Guinea-Bissau,GNB,2023,0.0
2653,Guinea-Bissau,GNB,2024,0.0
2654,Guinea-Bissau,GNB,2025,0.0
2655,Guinea-Bissau,GNB,2026,0.0
2656,Guinea-Bissau,GNB,2027,0.0
2657,Guinea-Bissau,GNB,2028,0.0
2658,Guinea-Bissau,GNB,2029,0.0
2659,Guinea-Bissau,GNB,2030,0.0
2660,Guinea-Bissau,GNB,2031,0.0
2661,Guinea-Bissau,GNB,2032,0.0
2662,Guinea-Bissau,GNB,2033,0.0
2663,Guinea-Bissau,GNB,2034,0.0
2664,Guinea-Bissau,GNB,2035,0.0
2665,Guinea-Bissau,GNB,2036,0.0
2666,Guinea-Bissau,GNB,2037,0.0
2667,Guinea-Bissau,GNB,2038,0.0
2668,Guinea-Bissau,GNB,2039,0.0
2669,Guinea-Bissau,GNB,2040,0.0
2670,Guinea-Bissau,GNB,2041,0.0
2671,Guinea-Bissau,GNB,2042,0.0
2672,Guinea-Bissau,GNB,2043,0.0
2673,Guinea-Bissau,GNB,2044,0.0
2674,Guinea-Bissau,GNB,2045,0.0
2675,Guinea-Bissau,GNB,2046,0.0
2676,Guinea-Bissau,GNB,2047,0.0
2677,Guinea-Bissau,GNB,2048,0.0
2678,Guinea-Bissau,GNB,2049,0.0
2679,Guinea-Bissau,GNB,2050,0.0
2689,Guyana,GUY,2020,0.0
2690,Guyana,GUY,2021,0.0
2691,Guyana,GUY,2022,0.0
2692,Guyana,GUY,2023,0.0
2693,Guyana,GUY,2024,0.0
2694,Guyana,GUY,2025,0.0
2695,Guyana,GUY,2026,0.0
2696,Guyana,GUY,2027,0.0
2697,Guyana,GUY,2028,0.0
2698,Guyana,GUY,2029,0.0
2699,Guyana,GUY,2030,0.0
2700,Guyana,GUY,2031,0.0
2701,Guyana,GUY,2032,0.0
2702,Guyana,GUY,2033,0.0
2703,Guyana,GUY,2034,0.0
2704,Guyana,GUY,2035,0.0
2705,Guyana,GUY,2036,0.0
